 Table 2 of paper 1, corrected
  -0.95  -0.95         0.0965781451527413        0.0965781451527413  2.4E-17
  -0.95  -0.57         0.1336845747524817        0.1336845746751630  5.8E-10
  -0.95  -0.19         0.2025864225056421        0.2025864224726571  1.6E-10
  -0.95   0.19         0.3607474325479348        0.3607474326056157  1.6E-10
  -0.95   0.57         0.9326701852895512        0.9326701853591102  7.5E-11
  -0.95   0.95        23.5220825750274300       23.5220826035481400  1.2E-09
  -0.53  -0.95         0.1568791477977473        0.1568791477394587  3.7E-10
  -0.53  -0.57         0.2171539131856024        0.2171539131113278  3.4E-10
  -0.53  -0.19         0.3290763687047047        0.3290763686839584  6.3E-11
  -0.53   0.19         0.5859891975056243        0.5859891975235394  3.1E-11
  -0.53   0.57         1.5150063567439340        1.5150063564560710  1.9E-10
  -0.53   0.95        38.2086886717265800       38.2086885813113600  2.4E-09
  -0.11  -0.95         0.2980589214080558        0.2980589213077664  3.4E-10
  -0.11  -0.57         0.4125765727105700        0.4125765726826616  6.8E-11
  -0.11  -0.19         0.6252210627245672        0.6252210627808445  9.0E-11
  -0.11   0.19         1.1133366710500700        1.1133366711166740  6.0E-11
  -0.11   0.57         2.8784014114113450        2.8784014120834480  2.3E-10
  -0.11   0.95        72.5937175197493200       72.5937173118998400  2.9E-09
   0.31  -0.95         0.7713471895595728        0.7713471895469418  1.6E-11
   0.31  -0.57         1.0677076142869480        1.0677076143715760  7.9E-11
   0.31  -0.19         1.6180106519768290        1.6180106520736790  6.0E-11
   0.31   0.19         2.8812058642488370        2.8812058653284050  3.7E-10
   0.31   0.57         7.4490199081276280        7.4490199114220050  4.4E-10
   0.31   0.95       187.8654037683292000      187.8654045368447000  4.1E-09
   0.73  -0.95         5.0375637491459680        5.0375637440781740  1.0E-09
   0.73  -0.57         6.9730534420866100        6.9730534321304130  1.4E-09
   0.73  -0.19        10.5670078566551200       10.5670078388515500  1.7E-09
   0.73   0.19        18.8167642518767800       18.8167642315892100  1.1E-09
   0.73   0.57        48.6485372835603900       48.6485374462004900  3.3E-09
   0.73   0.95      1226.9234320172550000     1226.9234444443310000  1.0E-08
